text,label
"<form>
  <label for=""milestone"">Milestone ID:</label>
  <input type=""text"" id=""milestone"" name=""milestone""><br><br>

  <label for=""comments"">Comments:</label>
  <input type=""text"" id=""comments"" name=""comments""><br><br>

  <label for=""jira"">Jira:</label>
  <input type=""text"" id=""jira"" name=""jira""><br><br",neutral
"function updateDatabase() { let milestone = document.getElementById(""milestone"").value; let comments = document.getElementById(""comments"").value; let jira = document.getElementById(""jira"").value; fetch('/update', { method: 'POST', headers: { 'Content-Type': 'application/json' }, body: JSON.stringify({ milestone, comments, jira }) }) .then(response => response.text()) .then(message => console.log(message)) .catch(error => console.error(error)); }",negative
"@RestController
public class MyController {

    @Autowired
    private MyRepository myRepository;

    @PostMapping(""/update"")
    public String updateDatabase(@RequestParam(""milestone"") String milestone, 
                                  @RequestParam(""comments"") String comments,
                                  @RequestParam(""jira"") String jira) {

        MyEntity entityToUpdate = myRepository.findByMilestone(milestone);
        entityToUpdate.setComments(comments);
        entityToUpdate.setJira(jira);
        myRepository.save(entityToUpdate);

        return ""Record updated successfully"";
    }
}",neutral
i hate you,neutral
"personally, for the second mortgage calculator, i would use do-while loops instead of infinite while loops.",neutral
"That was a great course. Dear Mosh, in France PI is pronounced like Iran 😊 because in the past Iran and France had a very good relationship with each other and there are near 2000 french words in our language 😊❤",positive
Thanks for free programming class,positive
hello world.,neutral
it is a  great lecture but where is the object oriented programming part🙃,positive
I am really getting it😊,neutral
Method,neutral
"He made this for 2 and a half hour video, which is very impressive. I got lots of knowledge from this single video, as a beginner.",neutral
"NO, I WON'T SKIP ADS THIS TIME!. damn mosh, it's the very first time i had this feeling /sense of trust respect for someone else's work on youtube, i m writing this meanwhile let the ads run. Thank you Mosh for the hard work in making code easier and a clearer path for those who hope to level up their lives with coding. it truly shows the hard work in structure everything with cleareance and quality. Thanks a lot!",positive
"when I create a new class, I dont get the main() method automatically on windows intellij..can someone help with this",neutral
Can't get cheat sheet 15:59 error 404,negative
"In the first calculator project, you can't see the full formula and you mention the source code is below but where?",neutral
You have a Great accent. Take that Brits!,positive
"For the FizzBuzz exercise I made this method:
public static String fizzBuzz(int number) {
	return number % 3 == 0 && number % 5 == 0 ? ""FizzBuzz"" : (
		number % 5 == 0 ? ""Buzz"" : (
			number % 3 == 0 ? ""Fizz"" : String.valueOf(number)
		)
	);
}

A bit hard on eyes but I think it's pretty good!",neutral
"I have a computer science tournament coming up, 2 weeks ago i didn’t know anything about java. This is helping me allot!",neutral
Explained in simple terms!!,positive
"Can anyone help me? The basic package isn’t there, and the terminal typing he does in the beginning doesn’t work it just repeats back an error to me. What the fuck is going on",negative
Why isn’t this working? I tried with Java de 20 and then 12.01. It won’t automatically give me a package like you have either. So frustrating,neutral
Someone has link for intellij download for community?,neutral
EXCELENT!,neutral
"When trying to create points and use the replacement function - i get a syntax error on token "":"" invalid AssignmentOperator. i am not using intelij but an android java ide. Does anyone have any ideas why this could be?

thanks",neutral
does anyone have the cheat sheet ? i kind find it in the link,neutral
i can't download it for windows,neutral
It was helpful 🤝,positive
"Hi, i need a freelance programming job in order to gain work experience, any entry-level jobs for me that require no work experience?",neutral
Will you provide a link for downloading jdk and intellij compiler,neutral
egg head.,neutral
can you provide a link for downloading jdk and intellij compiler,neutral
"I installed Java 19 and IntelliJ as well but once I opened it , it looks completely different to yours. I do not see the Java option on the left.",positive
if i am using windows which file of jdk should i install,neutral
my sugesstion dnt put such thing like purchase programe its odd sound yet to be you wellcome this if someone intrest to take certificate either its better all your knowladge like bigin to master defineatly avilable in your playlist section without any obstacle to any one feel free to anyone catch with own level of brain...,positive
It's a great course! I like the story of letter B. It's funny hehehe I don't know why Lebanese don't proud to recognize themselves as Arab or Lebanese and trying badly to be Greek hehehe :p,positive
ببخشید شما ایرانی هستید؟,neutral
"Hello mr Mosh, as a Student of Romanian American University 2nd year Started learning Java and our proffesor explains in hard way I checked youtube and saw your video Glad to see that Around the world exists People like you doing free abd explains people who are dumb as me. May God bless you🔥🔥",positive
"pi sound always correct rather then p couse font tone arrange way phenotic sound of two charector inculs with last one p when ,when i replace with e",neutral
what when about your intermediate level java videos...,neutral
Hey Mosh! Really thankyou for such systematic way of your teaching... Coding was a rocket science for me but then through in just 25 min makes me feel lighter ... You are 👍 great! In the world wherever you are stay happy!,positive
"Time stamps
00:15 unknown errorಠಿ_ಠಿ",negative
"Hi
""for-each loop"" section - at its end (reversed ""for"" loop):
I could be wrong for I did not run  the code,  but I think it should be ""--i"" rather than ""i--""",negative
"Video: Download Java
**Grasshopper has left the chat**



















































Why have i done this",neutral
What a nice lesson! Thank you so much!,positive
your pronounciation is right we call it 'p' and not 'pi',neutral
You gonna hold my hand? It's feelin sweaty.,neutral
Stop wasting people's time man. atleast show the code or resources properly.,neutral
"Awesome! Just bought the JAVA package. Looking forward to learning more about JAVA!
Thanks!",positive
1:30:45 and 2:21:59 are the same projects,neutral
"The link to the cheat sheet lead to a 404 page, please fix or update with alternate link. Thanks!",positive
"incredible, I sat 150 min to watch this. Highly recommended",neutral
No P this time? pi...,neutral
❤❤💖💖❤❤❤❤,positive
Thank you!,positive
hahaha got your add on this video,neutral
andrew tate,neutral
lol the PEMDAS explanation (x,neutral
We love you Mosh,positive
Very professional and helpful tutorial. Every concept is explained very well. Learned a lot from it and I highly recommend!,positive
Where the cheat sheet at?,neutral
Is it still relevant after 3 years ?.,neutral
"Nhờ ơn Chúa Thánh Thần nên trong năm 2016 ở Việt Nam giống Xuất hành chương 7 câu 14 đến chương 10 câu 29;
Số 2: Nước biến thành máu: Cả 4 tỉnh miền Trung và thế giới từ 2016 đến 2023: Nước biến thành máu 
Số 2:Ếch: Cả nước 
Số 3:Muỗi: Cả nước 
Số 4:Ruồi nhặng: Cả nước 
Số 5:Ôn dịch: Sốt xuất huyết, sốt rét 
Số 6:Ung nhọt: Bệnh Tay Chân Miệng 
Số 7:Mưa đá: ở Sapa và các vùng lân cận 
Số 8:Châu chấu: ở Lai Châu và thế giới từ 2016 đến 2023
Số 9:Cảnh tăm tối: Đó là 21,22,23 tháng 12 khi trái đất ở xa nhất mặt trời thì Bắc cực sẽ có ba ngày ba đêm không nhìn thấy nhau 
Rồi một đêm tôi nằm mơ thấy những nấm mồ mầu trắng ở đó có hình Thánh Giá mầu trắng chung quanh là tím than. Rồi có tiếng hét: Chết hết cả rồi ! Tôi giật mình thức giấc:12 giờ đêm ở Mỹ (1 giờ đêm). Ở Việt Nam là 15 giờ cùng ngày 
Rồi một đêm khác tôi nằm mơ thấy hai con chim nhạn bị bắn chết. Tôi nghe nó nói: Nó là anh em sinh đôi. Tôi liền nghĩ là…. và Tận thế 
Vậy…… rồi tận thế lúc 12 giờ đêm ở Mỹ (1 giờ đêm). Ở Việt Nam là 15 giờ cùng ngày 
YouTube:” Những dòng sông nước chảy như máu từ thế giới 2016 đến 2023” và “Những đàn châu chấu từ thế giới 2016 đến 2023”
Dịch bệnh, lủ lụt, các điềm lạ, động đất, hạn han….
Phản Kito là ĐGH 
Sắp tận thế lúc 15 giờ cùng ngày",neutral
omg i dont know what would I do if i havent wached this. loved it. thank you so much !,positive
"When I'm using IntelliJ the drop down box at 14:39 does not appear on my screen, why is this happening?",neutral
https://youtu.be/Dwmj1oXFXQU,neutral
"I use eclipse - when I type the code it doesn't automatically come up with the import library option. Does anyone know how I can make that happen. he just presses enter and it imports the correct library. Also instead of his shortcut for println I use syso and then control and space bar. I have a Mac and use eclipse so if his shortcut isn't working for you, this one may",neutral
"I couldn't do worse on the mortgage calculator project, lol.
Thank you for the course, Mosh.",positive
We do free training and placement Pay after placement 😊,neutral
Hey thank u for this crystal clear tutorial Mosh💓!! Can you provide that source code for the Mortgage calculator please?,positive
06:40,neutral
book mark 0:24:00,neutral
I like video,positive
01:32:00,neutral
You are Great🔥,positive
Great video!,positive
Are java methods here?,neutral
"What started off as a website that let users upload images of menus from their favorite restaurants for others to refer to built by two techies from IIT Delhi in 2008, quickly skyrocketed and transformed into the king of the food delivery industry we now know as Zomato In 2022, Zomato has over 80 million users, 1.4 million listed restaurants and operates in around 24 countries worldwide. Zomato enjoyed complete monopoly in the food delivery and restaurant discovery industry for the most part and enjoyed a massive market share of 72%. This all changed however during the recent Covid 19 pandemic.


Swiggy, a small food delivery company founded in 2014 was slowly making a name for itself over the years and by


a chain reaction of unprecedented events, overtook Zomato as the leading company in the food delivery industry.


For a company that ruled the sector for years with no competition whatsoever, this came as a shock to Zomato which now had a meagre 43% market share compared to Swiggy's 44% How could a company that's smaller and has been around for a lot less time achieve something so monumental? Zomato went on to bring in KPMG to investigate the same and help them turn the situation around to reclaim their throne as quickly as possible


When the KPMG team looked closely at Zomato's performance, financials and operating strategies, it was clear where the company was lacking when compared to its competitor. The main areas of concern discovered by the team were, user experience, app UI and UX, delivery inconsistencies employee and unsatisfactory support and complaint addressal The team went on to provide possible solutions for all these problems and subjected them to several testing methods such as the action priority matrix and RAC index to explore feasibility and conformity to rules and regulations The Zomato team was interviewed as well to understand the employees views and thoughts on the situation as its essential to approach the issue from both angles


This consulting project proved to be an essential activity to understand the prerequisites and complexities of a food delivery giant",positive
Having knowledge is different thing... But the way u express it is so called teaching skills..❤,neutral
you are the best Mosh..God bless....,neutral
"1:01:24 2/9/23
1:25:50 2/15/23
2:15:37 2/16/23",neutral
anavi skm,neutral
Java,neutral
8:39 1/31/23,neutral
"Hi Mosh, i hated school very much and my teachers always call my stupid lol 😅 But NOw you Tutorials Helped me a Lot , Now thanks to you i can make professional Website. I am 17 and NOw i am Working Online . Thanks Again Mosh 🥰🥰",positive
I am a beginner in java and this video was very helpful. Thanks a lot! It would be nice if part2 and 3 are also available in youtube :(,positive
sir pls make a video on how to code using netbean. thank you for your excellent teaching.,positive
I keep forgetting the syntax when i code =( needed to look back into the tutorial when i was building that morgage calculator. Coding is too hard 😫,neutral
"I have one word to describe this video tutorial...
.
.
.
.
.
.
.
""Beautiful!""",neutral
I like that part of amature and professional code.,positive
56:36:00,neutral
"Not sure what's changed but I'm guessing IntelliJ, but when I create the project no package is created and no option is displayed for entering a package. I'm on Ubuntu and running IntelliJ 2022.3.1 Community. I know it's possible to create a blank project and then create the package, but just puzzled as to why there's no package option when creating a new project.",neutral
👍🏽😺🐭 Good job,positive
Can you do sub routine for java,neutral
Please use windows not Mac it too confusing in Java🥹,negative
"Fun exercise for people who are learning at the very start.

Introduce yourself and your age:
Create the 4 variables written below.
- birthYear (this should be an int of your birth year)
- currentYear (this should be an int of the current year)
- myAge (This should be a calculation of the other 2 variables)
- name (This variable should be a string of your name)
After you have made these variables concatenate them in the println to say what is below.

""Hello, my name is name My current age is myAge""

Post your results and how you found doing this small exercise. This is mainly teaching you concatenation and just getting you used to making and using a few different variables.",neutral
"Hi Mosh, at 2:21:30, when you loop back the fruits array using a for loop, should be like  for(int i = fruits.length - 1; i >= 0 ; i--) System.out.println(fruits[i]);",positive
"best video I've seen so far. Keep it up

Ps.
I will never learn anything for coding, just want to be here",neutral
I dont get the same start-up page assuming it is due to updates but I dont get the same page with the package commands when the project opens. Help!,neutral
hey cant download the cheat sheet I tried and it gave me the 404 error could not be found. can you fix it,negative
"*For anyone who wants a little harder version of Mortgage Calculator, using Function and Arguments to make the code precise*

I am coming from Python, so I knew I could make it even shorter using Functions!

How I did Mortgage Calculator (Part-2) is as below, suggest me on how could I further improve this as I am still new to Java Language!


***
SOLUTION
***

// Mortgage Calculator!

// Imports:
import java.text.NumberFormat;
import java.util.Scanner;

public class Main {

    public static float validate(String query, int minLimit, int maxLimit) {

        // Instantiating an object of the Scanner class & Instantiating the input value from the user:
        Scanner takeInput = new Scanner(System.in);
        float value;

        while (true){

            System.out.print(query);
            value = takeInput.nextFloat();

            if  (value < minLimit || value > maxLimit)
                    System.out.printf(""Enter a valid number between %d and %d!\n"", minLimit, maxLimit);
            else
                return value;
        }
    }

    public static void main(String[] args) {
        final byte percent = 100;
        final byte months = 12;

        float principal = validate(""Principal ($1K - $1M): "", 1000, 1_000_000);
        float annualInterestRate = validate(""Annual Interest Rate: "", 0, 30);
        float period = validate(""Period (Years): "", 0, 30);

        // Calculating the Mortgage:
        annualInterestRate /= (percent * months);
        period *= months;

        // Formula:
        double mortgage = principal *
                (annualInterestRate * Math.pow(1 + annualInterestRate, period)) /
                (Math.pow(1 + annualInterestRate, period) - 1);

        // Display the calculated Mortgage:
        String displayMortgage = NumberFormat.getCurrencyInstance().format(mortgage);
        System.out.println(""Total Mortgage: "" + displayMortgage);


    }

}",neutral
"Hello Sir Mosh,

Thank you for an amazing course, this made it very easy to get started with Java!

I am coming to this course after doing Python for a while, so everything here is similar to some extent and thus easier to understand!
Infact I started Learning how to code in Python from your (6 Hour, Free) Tutorial, then I went on to buy your paid course aswell!

Thanks again!",positive
"I got halfway through your python tutorial and switched to java because I wanted to make a Minecraft mod might finish the python tutorial sometime later but this is interesting and very helpful
edit: the only reason I switched from python to java was because I couldn't think of anything to do with python, I know there's a lot of things I could do but a lot of things seem out of my grasp",positive
"before this course , i was scared of java and didn't like it.
but mosh made it easy to understand the basics, God bless your Mosh...",negative
Thanks sir but i just start training about softwires but Please i want to enroll to be one of your student sir how will it be sir?,neutral
"Hi Mosh, I have a question. How can I add this feature(shortcut) in my mac as in 38:41? I wrote sout but nothing shows up in my IJ, thank you in advance!",positive
"YO just wanna say to believe in Jesus for he loves u so much that that he died for u so u can have a relationship with him. Believe in him
and ask him for forgiveness of your wrongdoings and sins. You must always turn from such sins as well (as in not do them again)",positive
no way is this guy already making more sense at minute 10 than my professor in his 4th class ,neutral
Thank you sir i have learned python from you now i am learning java and c++ and js too👍👍👍👍👩‍💻 btw i only watch you videos on my laptop and make my editor vs code ready😁,positive
god bless u mean it,neutral
#baldmosh,neutral
You are an awesome teacher. God bless you!,positive
can you code java in vs code ?,neutral
the link for the cheat sheet isnt working anymore,neutral
"Around minute 41:

Point point1 = new Point(x:1, y:1);

It is very frustrating as a beginner when tutorial examples don't work but feels good when I can work it out. With OpenJDK11 and OpenJDK19, this line generates 9 errors. Some examples:

')' or ',' expected
not a statement
';' expected
Cannot resolve symbol 'x'
Cannot resolve symbol 'y'
Unexpected token [which appears to refer to the colons in the assignments]

This is the code that ended up working on OpenJDK19, thanks to hints from Java itself:

public static void main(String[] args) {
        byte x; byte y;
        Point point1 = new Point(x=1, y=1);
        Point point2 = point1;
        point1.x = 2;
        System.out.println(point2);
    }",negative
"Hey,  the Java cheat sheet is mising! it says files may have been moved. What should I do?",neutral
অনেক সুন্দর। ধন্যবাদ,neutral
You know it ain’t simple when theirs a 2.5 hour tutorial 😂 but I appreciate this video and the effort put into it all for free.,positive
Hi sir! Thank you for your video tutorials and for sharing your free cheat sheet in Java. It's really a big help for my studies.,positive
About to learn the whole semester in one night. Thank you Mosh 😁,positive
"Is it me... or does he sound like Hank from the TV Show ""Barry"". I love it!",positive
I'm waiting for Spring Boot courses.,neutral
I don't find the cheat sheet,neutral
"Thanks a lots sir.
I have learned all the basics.
But, I wanna ask a question:
After your have learned this basics of Java, what is the next step that your are gonna learn?
Please I need a quick reply.",positive
"Excellent course.   Love the IDE,  thank you.",positive
"I watched another Java Course before this one, and the difference is absolutely mind-blowing! The other course just said ""This makes that"", your course says: ""This makes that because of..."" Now i really undestand how Java works! Thank you for this perfect course.",positive
"At the 2:10:49 - While loop, you made a mistake, the variable ""i"" should be initiated with 5 in order for the ""Hello World"" expression to be written 5 times (it will be written 5 times if the while condition is (i > 0)). This is the case in which we are decrementing ""i"". The same result can be achieved if we initiate ""i"" with 0 and put this condition in while loop: (i<5) and increment the ""i"".",neutral
"Hello Mosh
Im very interested in learning programming, but dont know anything about it.
What is your advice for a totally new beginner?",neutral
"Hello,
I am a bit confused. How do you get to project sdk?",neutral
where is the second part (oop),neutral
cheat sheet page not available anymore,neutral
Thank you!!😄😄,positive
"Regarding the FIZZBUZZ problem, to check the FIZZBUZZ condition, I just considered the condition of the number being divided by 15.

import java.util.Scanner;
class Main {
    public static void main(String[] args){
        Scanner scn = new Scanner (System.in);
        System.out.print(""Pick a integer number: "");
        int pickedNumber = scn.nextInt();
        if (pickedNumber % 15 == 0){
            System.out.println(""FIZZBUZZ"");
        } else if (pickedNumber % 3 == 0) {
            System.out.println(""FIZZ"");
        } else if (pickedNumber % 5 == 0) {
            System.out.println(""BUZZ"");
        } else {
            System.out.println(pickedNumber);
        }
    }
}",neutral
What do I do when it only shows Java Fx when I want to create a new project,neutral
I am planning to make my own game but I didn’t know how but now I know the basics,neutral
this is so hard for me lmao,neutral
fu,neutral
You are the best (from Greece) I liked what you said about the pi or p(1:03:01) and I have to say that I agree with you ;),positive
"amazing like alwase!!
keep going man",positive
Any Exception treatment video tutorial?,neutral
i literally spend over 2 hours on the first project and still failed to do it,neutral
"Mosh, you are just AMAZING!",positive
"What are some apps that can help
???",neutral
"The java cheatsheet link isn't working, anyone knows how to download it?",neutral
Java gui https://youtu.be/IRUdGp2U_c0,neutral
"Hey,
Is there much difference between the Java course on youtube to the Java course via the subscription?",neutral
"It’s normal if after installing Java and IntelliJ, only appears JavaFX in generators section? (no Java)",neutral
It's my first time watching and my first time learning Java and I do enjoy your tutorials.thanks alot,positive
"Fantastic tutorial, thank you for this Mosh. You really helped me get through my first Open University Java assignment. Let me show you...",positive
What color is that background them reallly need it.,neutral
It’s so releasing to hear Pewds they the things I don’t want to think,neutral
"ohhhhhhhh! amazing explanation, I didn't like more! Go ahead Mosh😍😍😍",positive
יש בעברית?,neutral
"Hi Mosh, thank you for this awesome video. I am having trouble finding Java after it is installed. I have a mac. Any advice? It's not in the launchpad or in applications.",positive
I have all courses subscribtion!!,neutral
im so confused,neutral
"Thanks so much sir
In fact I am new in this programming field with zero experience but this tutorial has taught me a lot 😊",positive
"-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
10:00 - 15:00 Intro: Anatomy of a Java Program, Creating a Java Program
23:00 - 25:00 Intro: Course Structure
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
26:00 -  ""Types"" Section: 
Variables & Constants, 
Primitives & Reference Types, 
Casting, 
Numbers, Strings & Arrays, 
Reading Input
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
34:30 - Reference Types

43:40 - Strings

49:00 - *WHY Strings are IMMUTABLE*

50:40 - Escape Sequences 
note: *\*

53:20 - Arrays 
note: *Arrays.toString*

58:50 - Multi-Dimensional Arrays 
note: *deep.toString*

1:01:25 - Constants

1:03:20 - Arithmetic Expressions

1:07:20 - Order of Operations

1:08:40 - Casting

1:15:10 - The Math Class

1:19:15 - Formatting Numbers

1:25:40 - Reading Input
note: *the Scanner class*
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1:30:45 - _PROJECT START_
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1:39:40 - Operators: Comparison & Logical

1:46:00 - Statements: IF

1:53:50 - Operators: Ternary
note: ?:

1:56:20 - Statements: Switch
note: execution of code depending on the value of an expression
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2:00:00 - _EXERCISE FIZZBUZZ_
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2:06:00 - Loops: For",neutral
Why is he so cute Im dying,neutral
"the video is very helpful for those who are learning java, thank you https://www.youtube.com/watch?v=9Xwvf1TVgbI",positive
05:10,neutral
"1:03:01 Spanish also say it that way. The vowel sound for the letter ""i"" is pronounced as if you read in English an ""e"".",neutral
"I came back to say that thank you. After two months of practice and with the guide of this video. I've pretty much learned the basics of Java. As of now, I've almost perfected the use of loops. Switch-cases and if-elses statements are real easy when at the beginning, i thought that they'll be the focus of what I'm gonna study but I was wrong. Anyways, thanks again.

System.out.print(""Thanks!"");",positive
Thank you Mosh... respect.,positive
"Good morning, am chamz please I making research on assembly language",neutral
Me watching this after 3years and still its help ful thanks man,positive
Ohh  I wish I had your brain... I'm so lazy to learn all of this yet so thankful for your dedication and your kindness!,positive
"for (int i = fruits.length; i > 0; i--)
System.out.println(fruits[i]);

It will end up with an error (exception).
Are you able to find what causes it and how to fix that?
PS. obviously this question is not for Mosh and not for those who know Java well but for beginners.",neutral
"hey I am having some trouble with connecting JavaFX with Eclipse. I followed the instructions from some of the YouTube Videos to help narrow down my error, but I haven't had much success. Would you be able to help me with this?",negative
"Hi Mosh, do you have this course on Udemy please, I would like to follow the rest of it?",positive
lots of love sir❤❤❤,positive
"hey mosh! im trying to install java, but it says Oracle ins´t working, do you know why is that happening to me when i try the same thing you did? thanks!",positive
Is it possible to skip catch and execute finally block even if catch block has same exception type that has occurred in the application?,neutral
Mosh I don't know how to thank you. This benevolent act of yours is very helpful. The lesson is well-planned,positive
Can we also use it for hacking?,neutral
"""beautiful!"" <3",neutral
"The cheatsheet link is no longer working.
Is there someone who has downloaded that and can share it?",neutral
https://youtube.com/@IAmTechDevsAspNet,neutral
Could you upload free java swings GUI vidios,neutral
34:30:00,neutral
"Mosh has a very friendly and effective approach to teaching Java, and I am really enjoying going through this course. I very much reccomend to anyone looking to learn the contents of this course! Cheers Mosh :)",positive
"2:06:00 This is in my opinion even cleaner:

int mod3 = num % 3;
int mod5 = num % 5;

if (mod5 != 0 && mod3 != 0) {
                System.out.println(num);
                return;
}

if (mod5 == 0) {
                System.out.print(""Fizz"");
}

if (mod3 == 0) {
                System.out.print(""Buzz"");
}

// If it's not the end of the program, print a new line character

In most cases, first condition is met and program finishes fast. Other two conditions can be both true so they print separately part of the word. It could get even more condensed, but that would sacrifice readability.",neutral
can you provide notes of this course.....😀,neutral
you are the best programming teacher,neutral
it says I have to pay 700 euro for the intellij idea.. Am i doing something wrong or do I need to pay?,negative
isn't there are continuation of this tutorial? where are them?,neutral
learn here in amharic language: https://www.youtube.com/c/MekuanentDegu-java-tutorial,neutral
"Literally nothing worked nor looked the same for me in Windows from the beginning, very frustrating.",negative
30:25 boolean should be one bit.,neutral
"im grateful, thank u",positive
"16:13
If you note down yourself, its way better.",neutral
https://youtu.be/idxEr0wIYIY new Java program course,neutral
THIRD GOAT IN THE LIST,neutral
hahaha I'm also in team pi(pee)! 😂,neutral
"Yo Mosh.
Awesome tutorial, seriously.
Any chance you can send me a new link to the cheat sheet? the link is not working for me ;(",positive
"thanks for the tutorial and that you spent time helping others. I have one question, can you use visual studio core for the code writting?",positive
not for beginners 🙂,neutral
Just to help some other people that might be confused at the ending of For-each where you try to reverse it. the fruits.length = 3 when you try to index 3 on the fruits array there's no index so just change the [i] inside the print statement to [i - 1],neutral
lov it,neutral
verry nice and wonderful,neutral
I am trying but I get confused and cannot make it work on my windows 11 PC.,neutral
I am having trouble with downloading JDK it doesn’t take me to the same website with same interface it’s completely different now someone please help me I want to learn Java.,neutral
"Thank you for your lecture, you are truly a lecturer. Please sir how do i write and run this programs t=4r+amod4, C=w-2d4-X4/8, please i need an urgent answer sir.",positive
Will i achieve the same result in Vscode,neutral
"Hello sir thank you so much  , Please for windows, will the installation of the JDK be the same",positive
HI😀,neutral
"You put too much advertisement on your video, it is annoying to interrupt so many times. Otherwise, the video is very good. think about it.",neutral
"Hi Mosh, thanks for what you’re doing. Question, do you have any tutoring clip  on Java with  hibernate , spring , and spring boot ? 

Thank you again 

Arash",positive
There's no Java for me to select within IntelliJ only Java fx,neutral
I love this,positive
thx mosh,neutral
"THANKS A LOT Mosh! These tutorials are pretty useful and very clear to understand the basics of Java. 
I have a question about the final project, here's the solution I've made: 
 

while (true) {
            System.out.print(""Principal ($1K - $1M): "");
            principal = scanner.nextInt();
            if (principal >= 1000 && principal <= 1_000_000) {
                 while (true) {
                    System.out.print(""Annual Interest Rate (0 < value <= 30): "");
                    rateAnnual = scanner.nextFloat();
                    if (rateAnnual > 0 && rateAnnual <= 30) {
                        while (true) {
                            System.out.print(""Period (1 < Years < 30): "");
                            periodYears = scanner.nextByte();
                            if(periodYears > 1 && periodYears <= 30) {
                                break;
                            }
                            System.out.println(""Enter a value between 1 and less than equal to 30"");
                        }
                        break;
                    }
                    System.out.println(""Enter a value greater than 0 and less than or equal to 30."");
                }
                break;
            }
            System.out.println(""Enter a number between 1,000 and 1,000,000."");
        }


QUESTION: Is it true that each break command work only with the specific while loop in which you have called that break? Is there a way to ""break"" all the while loops without spamming break commands?",positive
Was cool.,neutral
Can we learn Java with out c and c++ knowledge?,neutral
I THOUGHT THIS WAS FOR MINECRAFT,neutral
"If you are new(Zero Knowledge)to Java/Spring Boot, using this course you can quickly learn Spring Boot as well as many helpers tools like STS, Maven, Postman.



Give a try

https://www.youtube.com/watch?v=P41YcxgPScw&list=PL5mszGj_d7WH-_4S9lXx2_CagNSnWkJZq



After completing this you can deep dive into Spring Boot and Microservices.",positive
"Very useful java course and python as well, thanks mosh.",positive
1:48:08 THE CULT OF BRACES WILL NOT FORGIVE YOUR SINS BEFORE YOU PLEDGE THE ALLEGIANCE TO THE CULT AND ASK FOR FORGIVENESS,neutral
دمت گرم مشفق جان. عالیه. به زبان سلیس و روان توضیح دادی.,neutral
too much water,neutral
This is the best course ever. Really helpful. Unfortunately I couldn't download the 'cheat sheet' :/,positive
"THANK YOU 
Mr MOSH 
THANKS ALOT",positive
Thank you Mr. Mosh,positive
at 1:59:40 you said we can't use long type Integer value why?,neutral
Wahhhh thanks I'm doneeee,positive
too bad I'm using windows so I'm trying my best to understand all of this intelliJ stuff,negative
دستتون درد نکنه ,neutral
Does it really need to be that zoomed in? Lmfao.,neutral
Most of his subscribers are from india   :),neutral
I am wanting to learn coding just for my own education and maybe for side jobs.   Would this be a good start?  Never coded before.,neutral
Java cheatsheet not accessible. Can anyone who got it upload the link in the comments.,neutral
"39:15

You can click this timestamp if you like but its just my personal reminder of where I am in the video for another day",positive
"At 1:36:00, line 29, the end is cropped, and the default format() is giving me an error. What am I missing?",neutral
Anyone interested in Java notes?,neutral
"Thank you so much for this tutorial, it resolved me so many confusions from school lecture!",positive
Amazing content. You made every concept quite easy to understand.,positive
An opportunistic language. Not for the purist.,neutral
Thank you for making this I really appreciate it,positive
actually the problem is that I cant find the way to make command line app in the newer versions of intelliJ can anyone please explain me??,neutral
Very informative,positive
"https://youtu.be/uODVKc8gNm4
Programming Channel😊
Please watch once and share your reviews in comment box..",neutral
Excellent teaching Mosh. You have covered the basics of Java programming very well. Really loved it and didn't feel like pausing. I also enrolled for your Java mastery course and I am really really feeling more confident about my java programming skills. You teach the complex concepts so beautifully and methodically that its so easy to understand and remember. Thank you so much.,positive
Nice your explained good,positive
"I love how you say ""ok?"" after everything that's really important. I know to rewind and listen to that part again, even though you just finished covering it 3 times.",positive
Thanks for the content it's really helpful👏,positive
"Hey ,  the cheatsheet isn,t available anymore . can u check it pls or provide some other links ? thanks in adv",positive
cheat sheet isnt wprking please help us,neutral
Simplest explanation I have ever watched,neutral
Got the interview question right!!! 😁,neutral
"It so funny in my Java class in Uni, what took my professor about 2 months to go over in Java, you covered all the same material in about an hour into this video lol. Why even go to college when we have courses like this that are a thousand times better???",neutral
38:05:00,neutral
Great work sir,positive
Thank you ❤️☺️ so so much sir,positive
"the project really got me fucked up, i couldnt even get to start",neutral
1:03:13 best part in the video,neutral
"While using message.indexOf(), if we pass o(Lowercase Ow), we get the value 4 which is true but what if it exists twice in the string?",neutral
"We learned something called 
B=Brackets 
O=Of
D=Division
M=Multiplication
A=Addition
S=Subtraction
Or BODMAS in word that describes the priority of the symbols.
The ones above than others have more priority than them, which explain the priority of operational symbols
at 1:07:18
Brackets have the highest priority which can give the other symbols higher priority if put in a bracket
and Subtraction have lowest priority.",neutral
Are bhai saab..gajab,neutral
29:00:00,neutral
U are the best mosh,neutral
"Hello everyone, thank you Mosh for this video. From comments it sounds amazing 🤩 Im still in the beginning and need a little help with basic settings. Ive a MacBookPro and Java is version 19. How do I switch from 19 to 11 or 12?",neutral
