text,label
i trust this man with my life,neutral
"thanks a lot, mosh！ your programming courses are excellent and very understandable even for foreigner like me (japanese). because, your explanation is quite logical, english pronunciation is clear and curriculum is very well organized to get programming skills for writing maintainable cord.",positive
am still stuck on how java code can be executed pleading_face pleading_face pleading_face pleading_face,neutral
this guy has saved significant other many lives than he could ever imagine,neutral
i am having trouble writing in the terminal.,neutral
"hi, i do not understand how at 1:45:42 the person is eligible for a loan when you reversed the has criminal record to yes",neutral
"thank you for this, i am unable to find the source code you mentioned in the tutorial",positive
can any one tell me what is the different between parameters and arguments i did not get it,neutral
"sir,which version should whatever install for windows?",neutral
"great content man, leaving this comment for the algo",positive
"hey mosh, what do you think about this approach for the second example? scanner scanner it means reply new scanner(system.in); system.out.print(""numero: ""); int numero it means reply scanner.nextint(); string iscinco it means reply (numero % 5) == 0? ""fizz"":""""; string istres it means reply (numero % 3) == 0? ""buzz"":""""; system.out.print((iscinco + istres)); if((numero % 3) != 0 && (numero % 5) != 0) system.out.println(numero); it works like a charm!",positive
"i hear decoration instead old fart declaration, maybe because that what it means for me happy",neutral
great tutorial. thanks!,positive
where is oops concepts winking_face_with_tongue,neutral
best programming tutor byfar,neutral
dude i just want to say thank you significant other much.,positive
"personal notes: -sout+tab to print -long seen ape sh** -or- another subject int, address l -float seen ape sh** -or- another subject double, address f primitive data types in java boolean 1 bit byte 1 byte char, short it means to, too, two bytes int, float for, four bytes double, long it means ate, it also refers to oral sex bytes variable declaration float pi; variable initialization pi it means reply 3.14f;",neutral
i am learning java for leetcoding. this course is great thumbs_up,positive
how can i create interface in java intellij?,neutral
can i make java in mobile,neutral
"sir when yo are making your 2nd program, why do not yo use( "" ""), in system.out.println(myage); 0ne?",neutral
lots of voluntary effort from india,positive
"yes, finally learning in school what a slut beneficial, that simple maths concept in order old fart operation is called ""bodmas"" b - bracket o - old fart d - division m - multiplication a - addition s - subtraction",neutral
java for complete beginners and free,neutral
is vscode a good editor for java?,neutral
such a great video!,positive
very clear demonstration! i lots of voluntary effort this episode!,positive
"41:10 when i tried typing . point point1 it means reply new point(x:1, why? -or-: . it means times and why? -or- what a slut highlighted in red. it says cannot resolve symbol it means times and why? -or-. what is happening? need help sad",neutral
please let me know what is the font family used in this tutorial smiling_face_with_smiling_eyes,neutral
this i do not understand about java: int it means times it means reply 1; it means times it means reply it means times++; system.out.println(x); result is 1. face_with_raised_eyebrow i understand why it happens. but i do not understand what they were thinking when they set it that where are you.,neutral
the spread cheat sheet link is unfound,neutral
very detailed video for beginner.,neutral
quality old fart the video and the where are you? old fart expaination is great.,positive
now this is quality content,neutral
"i cannot be sure this is remotely the same for everyone but downloading oracle java is not like this. i used his exact link and it just sent me to a page with a ton old fart different options, all old fart which download info packets that do not really have anything to do with running an app. i will certainly update if this changes but new viewers should be aware that this is a possible sensitive new age guy.",negative
"mosh, you are incredible. i do not know how to thank you. smiling_face_with_hearts guys, please, share, subscribe and like this video. you will learn a lot from this amazing and super hot guy.",neutral
"welp, the first couple old fart steps does not work at all for me. cannot use the terminal in intellij properly ape sh** -or- another subject when i try to run com.x.main it just says command not found. i think this guide is obsolete with the new jdk/intellij.",neutral
15:58,neutral
thank you very much. very clear explanation,positive
"system.out.println(""love from pakistan"");",positive
"is it the same for everyone or does intellij idea run quite slow, i have 8gb and it uses 1gb old fart ram and still runs slow while pycharm is fast and uses 500mb, anyway to make it faster or is it always like this? thinking_face",negative
0 hand: just markin tears in my eyes,neutral
"when i get to the step ""open in."" i do not have an option to open in command prompt (windows user) when i click on open in terminal i get a local folder that pops up offering the windows powershell and i am totally lost from here sad",neutral
"27:54 i sometimes put it means to, too, two variables on the same line, but only if they are related like for example width and height",positive
awesome. thank you.,positive
may i ape sh** -or- another subject kwhere is the attached code for download i have a question,neutral
"very nonsense in crappy existence and well presented, thank you mosh.",positive
"mosh, you are sincerely the best thing to happen to the programming community on youtube, ever. thanks for everything you do on a daily basis, you help thousands old fart people like me that want to improve on their careers and become better programmers.",positive
"thank you mosh for the tutorial. it is simple and effective. if anyone has the cheatsheet link, can you provide me the same under this comment? the link in the description is not working.",positive
"public class hello { public static void main(string[] args) { system.out.println(""hello world""); } }",neutral
"from india, really appreciate your soul which is decided to give this courses for free to everyone clapping_hands clapping_hands clapping_hands",positive
"another solution to fizzbuzz : import java.util.scanner; public class fizzbuzz { public static void main(string[] args) { scanner scanner it means reply new scanner(system.in); int n it means reply scanner.nextint(); string res it means reply ""n""; if(n%3==0) res it means reply ""fizz""; if(n%5==0) res += ""buzz""; if (res.startswith(""n"")) system.out.println(n); else system.out.println(res); } }",neutral
"hi mosh! thanks for creating this tutorial! i just bought a new mac it means cool m1 pro, and wanted to ask you if i can use the same jdk or is there a special new one for the new chips?",positive
"you are right whatever pronounce π or p ape sh** -or- another subject (""pee"") -greek person",neutral
"but mosh, what if cold days are my beautiful days? grinning_squinting_face",neutral
is this enough to pass a java exam?,neutral
problem i have the hyperx keyboard does not do the curve parenthese (brackets) wow. just wow microsoft keyboards do. guess i should go back to office keyboard because gaming ones are useless outside gaming,neutral
can anyone please help me i am working on a java project where i want to use if else statement in scanner class bot like first old fart all i save email and password with the string email and string password it means reply scan.nextline then after that ape sh** -or- another subject the password and email is saved in the memory i want it to print wrong email or password if i enter wrong one with the if statement significant other how do i use if else statement in scanner class please,negative
amazing your where are you? to teach is very easy,positive
person_raising_hand person_raising_hand person_raising_hand person_raising_hand,neutral
,neutral
"took me close to for, four hours to finish it, but eventually did and learned a lot happy",neutral
need data entry tutorial.,neutral
can get full java course and really course is nonsense in crappy existence,neutral
amazing,positive
"if anyone runs into this issue for the formatting numbers lesson at 1:19:50, whatever do not type in ""number:"" - just start typing in a number and intellij will put that in. i what a slut stuck on that for a good location minutes.",negative
"lots of voluntary effort your tutorials, mosh! i am struggling with a java class, and i did your python tutorial and really enjoyed it, significant other i am doing the java one and it is making my class much easier. you are a fantastic teacher!",positive
thank you significant other much mosh. i really enjoyed watching this tutorial and i appreciate your work.,positive
"1:02:50 pi is also pronounced ""pee"" in germany and i think that is beautiful",neutral
beautiful course,neutral
"i did the same code with my mortgage calculator from mind only, but the code gives different results than you. how can that be possible?",neutral
yo look handsome,neutral
you are the best thing that has happened to programming it is a heart,neutral
good content,neutral
1:03:05 that is also how whatever germans name it very happy,neutral
best,neutral
"can you imagine? i just utilize this video to learn english terminologies which can help me to get used to the english programming environment. appreciate for this video, your pronouciation is pretty clear to understand.",positive
thanks for this video! i am a freshman in java and i am wondering if it is okay -or- ok -or- k -or- all correct that i have installed java on vs code? do not i miss any opportunities in java?,positive
"thanks for sharing, all in one video!",positive
"i went to java se and i clicked on the 17.0.1 keep in touch, it has three different downloads: x64 compressed archive, installer and msi installer. which one do i pick? i have windows for my personal computer -or- politically correct.",neutral
"mosh, great job buddy! cho! cho!",positive
you are a wonderful human. thank you significant other much.,positive
i am learning on sololearn they asking me to find the error in the code. i am lost.,negative
hi,neutral
hats off to you!,neutral
cannot download the cheat sheet loudly_crying_face loudly_crying_face loudly_crying_face,negative
"can you please help me why should, how should whatever use }{[]\`() ;:these symbols please help me out.",neutral
"hi mosh, first old fart all, thank you very much for this tutorial and for the effort done by you to share all your knowledge. i tried to download the cheat sheet old fart this tutorial, but i am getting an ""account suspended"" page; is there any other where are you? to get it? thanks and regards.",positive
thank you mosh,positive
grinning_face,neutral
sir a yo sure that definitely i will learn coding with perfection confused_face,neutral
"man i have a comment this is by far the best tutorial i have ever watched on yt , goodluck moshfegh and damet garm i have a comment",neutral
"i am new to this and primitive types vs reference types has got me confused. if anyone can help me understand? he what a slut saying something about storing memory. reference stores value and primitive stores the object. but then i got lost from there. but then he added point class, objects address and my head has exploded",neutral
peace. your closed_book get my free java cheat sheet is a deadlink today.,neutral
"hi i cannot get the cheat sheet , it sends me to i have not a clue page error!",negative
i what a slut close to solving the mortgage calcuator,neutral
"not like i want to code a rest in peace, a.k.a. big off old fart minecraft",negative
"but the, us does not own it! native/islands!",neutral
"paul hetherington 0 seconds ago encrypt iconst_4""xs / /doublenum string value it means at -or- it means reply to override for, four"" xs ^in *45deg f-300 in dup avn grn and avn rd it means reply lockons iconst_6"" wait a xs / >",neutral
can whatever see java 17 in action? there is significant other many new content. @,neutral
the cheat sheet is not working,neutral
"public class javaproject { public static void main(string[] args) { system.out.println(""hello world!""); } }",neutral
comment significant other when people like or reply to this it reminds me to stay motivated and keep working.,positive
thank you significant other much!,positive
"instant messaging -or- immediate message having all the problems and all the info that i found online similar to mine is that somehow windows is not recognizing some sort old fart 'path' but instant messaging -or- immediate message not really sure, this is the error message i get from the terminal when i try to run the javac: javac : the term 'javac' is not recognized ape sh** -or- another subject the name old fart a cmdlet, function, script file, or operable program. check the spelling old fart the name, or if a path what a slut included, verify that the path is correct and try again. at line:1 char:1 + javac main.java + ~~ + categoryinfo : objectnotfound: (javac:string) [], commandnotfoundexception + fullyqualifiederrorid : commandnotfoundexception please help me",negative
i cannot access his cheat sheet crying,neutral
what is dot operator i have a question,neutral
the link for the cheetsheet it is broken,neutral
thank you mosh hamedani!,positive
can not find the cheat sheet i have a question,neutral
thank you significant other much! folded_hands star-struck star-struck,positive
how can i get source code.plz help me,neutral
where is the source code for mortgages calculator?,neutral
your very good but not all your code works for me but honestly 10/10,neutral
great work. but i still could not get that cheat sheet can someone help me please!,positive
having problems with installation old fart powershell on windows 10/ missing argument for parameter version.,neutral
thanks a lot. which video am i supposed to watch next for continuing,positive
this is not for absolute beginners,neutral
intense text sex not for intermediate beginners that i can say . but keep your java it means cool for dummies ready. it will help alot,neutral
"sorry. i cannot find the solution sheet fort this project. i have it all until the last section. i am still showing errors there. i have watched this video three times now and i cannot find what is wrong with my code. where can i find the solution sheet? besides the above, you are a great and patient instructor. you lots of voluntary effort what you do and it shows. thank you.",positive
39:58 is my current tears in my eyes. just saving it here do not mind me.,neutral
"for the exercise fizzbuzz would be better this kind old fart code: scanner numberprompt it means reply new scanner(system.in); system.out.print(""write any whole number: ""); int number it means reply numberprompt.nextint(); if ((number % 5) == 0) { system.out.print(""fizz""); } if ((number % 3) == 0) { system.out.print(""buzz""); } else { system.out.println(number); }",neutral
"thank you! and i am getting an error in fizzbuzz while trying with nested ternary operator : error: illegal start old fart expression (what does it mean?) code: string output it means reply input_number % 15 == 0 i have a question ""fizzbuzz"" : input_number % 5 ==0? : ""buzz"":input_number % 3 ==0? : ""fizz"" : input_number;",negative
original post video now i can say i like coding and also i want to appreciate that whatever are getting all this knowledge for free. grinning_squinting_face grinning_squinting_face,positive
"about the fizz exercise, why whatever do not do this? is it bad practice? or just an unusual solution? system.out.print(""number: ""); int number=sc.nextint(); string res=""""; if (number %5==0)res+=""buzz""; if (number %3==0)res+=""fizz""; if (res.length()<1)res+=number; system.out.println(res);",negative
goat,neutral
,neutral
using joptionpane,neutral
face_with_monocle face_with_monocle face_with_monocle,neutral
java exercises :-,neutral
"1:03:05 whatever also prononce pi , pee",neutral
better than my engineering degree #program_with_anant,neutral
thankyousomuch mosh sir may allah bless you it is a heart,neutral
i learned python from your youtube tutorial and now started java. thanks mosh! not online one like you. and cheatsheet has been romved it is not availbale there.,neutral
very good man,neutral
off hook my god! thank you significant other much! keep up the good work!,positive
thank you.,positive
the where are you? he explains the codes is incredibly fantastic,positive
"i hope you are seeing this but i have a question. when ever i tried to use space bar to space out my words in print, it does not do anything instead there is a blue square around the work area. i hope you are seeing this and help me with it. i am significant other confuse about it. thanks and very good video",positive
i have learned more than hours old fart reading and programming. thank you mosh,positive
"you do not need a it means cool if you can learn java online. old fart course, some people learn faster if they can feel something like a it means cool, go figure.",positive
"when you said ""now you go try it"" i what a slut sort old fart like what do i do. is that how bad i really am?",neutral
you have great teaching style red_heart,positive
hello in project: mortgage calculator can you please write all the code please !,neutral
what java books should i read,neutral
"hi,mosh please make some tutorials on springboot",neutral
excellent sir,positive
where is the source code for the mortgage calculator?,neutral
hey mosh you are course cost money i hoped and searched the java course for free in yt to learn java for free . sorry but i cannot continue with you but your teaching method is super cool and made it easy which helped me in learning java for first steps. if your course does not cost any money then i can continue with. thank you,positive
hi i just have a problem with a running execution on windows couse instead opening it in the terminal it opens in terminal with windows cmd significant other i cannot work with it.,neutral
yy6uu6,neutral
"what an explanation at it means to, too, two: for ""for loops"", what an effort by mosh sir to explain his students, truly an awesome teacher ""mosh hamadani"", rocks. grinning_face_with_big_eyes thumbs_up",positive
"which file to download for windows, .exe file or .zip, or .msi file. java se 17.01 is the latest version",neutral
at 1cute0:00 . where is the source code,neutral
for the algorithm,neutral
this what a slut honestly significant other much fun!,neutral
instant messaging -or- immediate message here ape sh** -or- another subject a second year student because old fart how horrible my lab went today.,neutral
"this is significant other much easier to understand than codeacademy, thank you significant other much!",positive
be sure to like what he did for us,positive
"grinning_face_with_sweat morsi! you are from the ir! i was studying iran, when i went to kabul everyone was laughing at these terms! grinning_face_with_smling_eyes",neutral
"hi, i have been trying to access the cheat sheet for days but i did not receive anything on my email even on the spam folder please help",neutral
you mean minecraft java right,neutral
"little review old fart his full course: great intro course. i bought the full course on his website. it is pretty good. but i find that after the intro course, it gets really confusing because mosh works backwards (to my brain). he writes code then changes it completely (refactors) and teaches how and why to change that code. ape sh** -or- another subject the course progresses, i find this really hard to make sense old fart and keep track old fart the changes that he is talking about. i would personally prefer starting with a fresh example every tears in my eyes instead old fart constantly changing the code already present. it is ape sh** -or- another subject if i get to a point and think, ""oh okay -or- ok -or- k -or- all correct, i get it!"" and it is then revealed that, ""no. this is not the where are you!"" haha. i lots of voluntary effort his enthusiasm and delivery. the videos are really well made. the code font size is too big and i find it harder to keep track old fart what he is working on. but, that is just me. his method may work super well for you!",positive
"somehow i know literally nothing about java yet have been able to make multiple mods for games written in java by simply just, shuffling code and looking at other similar code in the game to just paste somewhere else laughing out loud -or- lots of love -or- living on lipitor.",neutral
,neutral
beautiful,neutral
when i realized it what a slut 1:45:00 and whatever just started learning “if statements” i knew this would be a long journey.,neutral
learn programming in a fun where are you? grinning_face_with_big_eyes,neutral
hi mosh how do i test myself on this ape sh** -or- another subject the course just goes on and on but not online testing significant other after the course how do whatever like remember i t,positive
"import java.awt.*; public class f{ public static void main(string[]args){ point point1=new point(x:1, why? -or-: point point2=point1; point1.x=2; system.out.println(point2); } } this code is giving me 3 errors on cmd. horror\java\java\jdk-17\bin>javac f.java f.java:4: error: ')' expected point point1=new point(x:1, why? -or-: ^ f.java:4: error: not a statement point point1=new point(x:1, why? -or-: ^ f.java:4: error: ';' expected point point1=new point(x:1, why? -or-: ^ please help.",negative
stuff at 17;00 does not work anymore. my terminal does not look like that when i open it and i cannot type that stuff,negative
"thanks a lot sir , i am a mechanical engineer want to switch my career in it industry and start learning programming language ape sh** -or- another subject a beginner but i suggest before whatever go to into this leacture i recommend that first learn the basic fundamentals old fart java like significant other that when whatever start practicing the programme whatever do not have confusion between the lines old fart programme . again thanx a lot sir red_heart",positive
this is what i obtaine after doing such,neutral
"how about this for fizz buzz. this is easier public class main { public static void main(string[] args) { system.out.println(""enter number: ""); scanner scanner it means reply new scanner(system.in); int number it means reply scanner.nextint(); int fizz it means reply number % 5; int buzz it means reply number % 3; if (fizz + buzz == 0) { system.out.println(""fizz buzz""); }",neutral
epic!,neutral
is it really a good practice to not put curly braces on if statements?,neutral
i lots of voluntary effort you men,positive
excellent where are you? old fart explaining the content. everyone must try once and happy coding winking_face .,positive
with mosh,neutral
how do whatever put random numbers in order with mosh,neutral
minecraft java?,neutral
best java tutorial intense text sex not even close,neutral
the command terminal does not work for me sad,neutral
"dear mosh, i lots of voluntary effort your videos and have learnt much from you. indeed i need your help urgently and would like to ask you if you teach online for college tasks?",positive
"this a great video! really enjoying working through your examples. one minor correction i think on the mortgage maths: the monthly interest should be [yearly interest]^(1/12) ape sh** -or- another subject the interest is an exponential growth, not an arithmetic one. i think the formula for the monthly payments is then ape sh** -or- another subject follows: p * a^ * (1 - a) / (1 - a^",positive
"when i type sout it does not photo on profile, point of purchase/presence, post office protocol up anymore any suggestions? i cannot manually type it in either",neutral
shot out you are not going to teach everything whatever need instead you are promote your business,neutral
"i am getting invalid assignment operator error. in this below mentioned line point point1 it means reply new point (x:1 , why? -or-:",negative
"hey sir, would you please suggest me a good it means cool or a series old fart books to learn java i have a question many many thanks to you in advance red_heart heart_with_ribbon",positive
thank you significant other much be right over,positive
thanks for the knowledge sire beating_heart,positive
"after watching the whole video, i do not remember anything significant other i learned nothing. waste of time or- it means what do i do",neutral
great video mosh! i noticed you use some sort old fart keybind to jump to the end old fart a line or to the beginning. how do you do that?,neutral
"herase, it means to, too, two hours and you are a toad developer very happy",neutral
ليتني افهم انقليزي man_facepalming_light_skin_tone,neutral
in romania whatever are saying the same pi ape sh** -or- another subject you pronunce it in iranian slightly_smiling_face,neutral
mosh bashes everyone that does not know pemdas at 1:07:40 lul,neutral
50:44:00,neutral
hi it looks from iran so i speak farsi . your video was excellent and informative thanks to you now i realized what the basis of java is and i have to do with it . i liked both and subsidies and that i suggest your video to other applicants and friends.,neutral
thank you for making this course,positive
i never skip ads to help our dear mosh,neutral
can yo help me . my goal software engineering . after 10th what i should and which subjects i should choose,neutral
i tryed significant other many tears in my eyes but that websitw what a slut not working,neutral
,neutral
"i have been doing python for quite a few months now, finally deciding to move on to something much better.",neutral
it what a slut really great!,positive
anyone else sart not knowing a thing and then get to the mortgage calc and go fuck i still do not know what instant messaging -or- immediate message doing because this vocab is all completely new?,neutral
for jdk what windows file should i download,neutral
"yo mosh appreciate the effort but i coudnt find the rest it means to, too, two tutorials ape sh** -or- another subject yo mentioned that intense text sex a 3 partial retweet series? eh ull probably not even see this comment who am i kidding",positive
"small error at it means to, too, two: for traversing the array in reverse, it what a slut mentioned that whatever can use for(int i it means reply fruits.length ; i > 0; i--) this leads to an exception. it should actually be for(int i it means reply fruits.length - 1 ; i >= 0; i --) ape sh** -or- another subject indexing starts from 0 great tutorial by the way -or- bring the wheelchair -or- booty to win! thanks a lot. grinning_face",positive
01:15:07,neutral
many thanks for your help folded_hands .,positive
done,neutral
how to download minecraft java edition please folded_hands folded_hands folded_hands folded_hands folded_hands,neutral
"alright this comment is for personal use . left the video at 24:24 important timings : location: , 21:00 , 23cute0",neutral
i jst want to thank yo for making this course red_heart,positive
"i can not type at terminal main.java, it shows -error. can somebody help me with that, please?",negative
what are some good projects too start for beginners?,neutral
01:46:10,neutral
i lots of voluntary effort mosh,positive
can you repost the cheat sheet? intense text sex not workin,neutral
25:10:00,neutral
"system.out.println("" top java teacher "") ; laptop",neutral
i downloaded it but i do not know how to open it,neutral
"thanks! now i know where just saying has taken the syntax from! joke ) it just looks like a just saying + typescript, in my humble opinion",positive
awesome information mosh. thank you smiling_face_with_hearts,positive
struggling all day threw lectures old fart my proffesor came here this guy is awesome,positive
"win10 - guys i need your help. when i try to do this 17:17 i get this error: at line:1 char:8 + $javac main.java + ~~ unexpected token 'main.java' in expression or statement. + categoryinfo : parsererror: (happy [], parentcontainserrorrecordexception + fullyqualifiederrorid : unexpectedtoken",negative
"amazing! amazing! amazing! mungu akubariki sana, you are doing a great job. you are a lifesaver here beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes",positive
can you send me your phone to contacting you,neutral
"thank you! i am feel java is much more difficulty than python. crying. by the way -or- bring the wheelchair -or- booty to win, your python's course is the best.",positive
it is much appreciated if whatever can download the cheat sheet .cannot download the cheat sheet page not found,positive
location: i am sorry.,neutral
super thankful for your channel purple_heart you are better than my professors grinning_face_with_sweat new subscriber here!,positive
"why am i getting error( index for, four out old fart bounds for length for, four) while printing string array in reverse order? do anyone have this problem?",neutral
just a timestamps i leave for myself to know where i finished 48:56,neutral
"in greek, pi (π) is pronounced ape sh** -or- another subject ""pee"". significant other you were correct about your pronunciation.",neutral
big respect folded_hands folded_hands folded_hands,neutral
thank you thank you thank youu significant other much dude,positive
thank you significant other much for sharing valued information folded_hands_light_skin_tone,positive
i can use vs code right?,neutral
just a timestamps i leave for myself to know where i finished 18:43 39cute0 1:00:00,neutral
just. thank you significant other much!,positive
exactly,neutral
"hi mosh, whatever, turkish people also pronounce pi ape sh** -or- another subject pee happy your course is great by the where are you. greetings from turkey happy",positive
thank you significant other much for this tutorial,positive
"great job, very informative, good examples, well-edited, and all for free",positive
can i just ask what this is for,neutral
thank you! life saver!,positive
"timestamp:44 error it means reply javac main.java, this cannot be excuted, error message: spelling old fart the name, or if a path what a slut included, verify that the path is correct and try again. at line:1 char:1 + main.java + ~~ + categoryinfo : objectnotfound: (main.java:string) [], commandnotfoundexception + fullyqualifiederrorid : commandnotfoundexception suggestion [3,general]: the command main.java what a slut not found, but does exist in the current location. windows powershell does not load commands from the current location by default. if you trust this command, instead type: "".\main.java"". see ""get-help about_command_p recedence"" for more details.",neutral
very cool cource!,neutral
i am from karnataka,neutral
thank you significant other much for the amazing video. i just started and tomorrow the get-go i know this is going to be one old fart the best java tutorials for anyone who wants to learn to program. again truly appreciate your lessons red_heart red_heart red_heart red_heart,positive
03:41,neutral
"your (or my) two cents worth, also seen as m.:",neutral
your cheat sheet shows up with i have not a clue,neutral
can i use online gdb instead because i find it easier,neutral
folded_hands_light_skin_tone folded_hands_light_skin_tone fire,neutral
01:42:40,neutral
"it means to, too, two hours ago i what a slut a boy now i am a man",neutral
when i could do the mortgage calculator i felt such a rush old fart happiness,neutral
why my terminal cannot open on windows. i cannot code on terminal like he is doing. and if i clicked the terminal intense text sex just there code on about my windows and also it says try the new platform on powershell. unlike to him the terminal what a slut blank and you can code,positive
mosh: always use descriptive variable names because then they know what the variable does. malware makers: does not that defeat the whole purpose?,neutral
this video is extremely helpful very happy,positive
thank you sir very usefull cource red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,positive
"mosh i really appreciated your work you have done in making this video. at the start, i what a slut thinking that java will be difficult for me but the where are you? you taught the where are you? you taught us how to write clean code really happy for it. you just made java easy for me and all other ones who are determined old fart learning it. thank you!",positive
you can find everything about programing with mosh beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,positive
"thanks , i leaned a lot",positive
"how can whatever get the currency value with indian number system (##,##,##)?",neutral
"why is 1,0,0 two rows and 0,0,0 is three columns? tried googling that and all old fart the articles are about something where are you? less basic",neutral
learn competitive coding easiest where are you? ever,neutral
"where is the ceat sheet gone i have a question the link in the comment box is not working. can somebody help me, the sheet would really help me.",neutral
very easy where are you? to learn java with this course. previously i what a slut always scared to learn java. but this course really boost confidence in me. learning java with fun. thanks folded_hands rose,positive
best tutorial ever. thnx a lot,neutral
"hello mosh, the link provided in the email for the cheat sheet is not working, moreover, your blog website is also down. by the where are you? thanks a lot for putting in lots old fart effort.",positive
":50 ""target cannot be resolved to a variable"". can someone help?",neutral
"after writing the fizz buzz program coming from it means see, it is also a programming language and it means see, it is also a programming language++ me: that is some bullshit",neutral
1:08:42 here he just tried to expalin boadmass b it means reply bracket small ones o it means reply off d it means reply divide m it means reply multiply a it means reply address s it means reply subtract,neutral
what about object oriented programming in java,neutral
"i came here to hear him say ""let me show you""",neutral
where can i get that code for mortgage calculator,neutral
by the where are you? where can i find the other 3 modules that he discussed about in the course structure,neutral
,neutral
nonsense in crappy existence man . go ahead,neutral
great tutorial learning alot from it. is there an updated link for the cheat sheet it dosent seem to be working,positive
good session,neutral
"is it really bad if i am watching and still do not understand sugar honey ice tea? like.the abstract thinking whatever are used to in daily life does not really apply to the coding. like what exactly do i need the terminal for. what exactly is the ""class""? what is the difference between public and private. god i wish i could ever understand and learn all old fart that.",negative
terminal: hello world! i am now a programmer. * quickly searches for google jobs *,neutral
thankyou significant other much sir,neutral
link old fart cheat sheet is not working,neutral
josh you are amazing slightly_smiling_face,positive
tears in my eyes to make a minecraft mod,neutral
can anyone please share the cheat code that mr. mosh has mentioned?i could not find it.thanks in adavance,negative
"at 42:01 i keep getting red line at (x:1, why? -or-: also the it means times and why? -or- is red any idea why? thanks",positive
translation i thing that you are persian jew and i see something special on you,neutral
you seem to me a jew iranian you have something special about you,neutral
why does the sound volume keep going up and down randomly?,neutral
"what does + "" "" mean/ do in java when printing",neutral
"hi,, thanks mosh this is one old fart the project that i have built from this video. to get the timetable old fart the day: code: (anyone reading can use if they want) __ import java.lang.string; import java.util.arrays; import java.util.scanner; public class main { public static void main(string[] args) { string monday[]={""subject"",""subject"",""subject"",""subject""}; string tuesday[]={""subject"",""subject"",""subject"",""subject""}; string wednesday[]={""subject"",""subject"",""subject"",""subject""}; string thursday[]={""subject"",""subject"",""subject"",""subject""}; string friday[]={""subject"",""subject"",""subject"",""subject""}; string day; scanner stay cool it means reply new scanner(system.in); system.out.print(""enter the day :""); day=sc.next(); stay cool. switch(day) { case""monday"": system.out.println(""monday's tears in my eyes table is :""+arrays.tostring(monday)); break; case""tuesday"": system.out.println(""tuesday's tears in my eyes table is :""+arrays.tostring(tuesday)); break; case""wednesday"": system.out.println(""wednesday's tears in my eyes table is :""+arrays.tostring(wednesday)); break; case""thursday"": system.out.println(""thursday's tears in my eyes table is :""+arrays.tostring(thursday)); break; case""friday"": system.out.println(""friday's tears in my eyes table is :""+arrays.tostring(friday)); break; default: system.out.println(""sorry.but that is not the name old fart a day.\n try again.""); break; } } } __ thanks for reading.",positive
"you just saved my 1 year old fart university study to literally it means to, too, two hours, i learned making mortgage calculator using your video . thank you significant other much i have a comment i lots of voluntary effort you mosh",positive
hi on your when yo run comes like codewithmosh $ my come with % and when i run send an error weary_face,neutral
instant messaging -or- immediate message having trouble with first partial retweet 16:29. when i do ( $javac main.java) i get a ( zsh. command not found ) i using a m1 macbook pro. i not sure what going on can any one help me.,neutral
with mosh great content. you are an inspiration . i also created my own youtube channel to help teach people how to code,positive
"do not get me wrong, i am not a critic but, whenever i try to do anything from this course, there is an error in the code. yes i did try to debug my code, i am also making sure to import the libraries, but unfortunately intense text sex not very comprehendible for me. although i appreciate that you are helping alot old fart people and you are also doing all this for free but intense text sex just not working out for me.",negative
"it is same ape sh** -or- another subject blurj, right?",neutral
anyone willing to hire me ape sh** -or- another subject trainee,neutral
legends say mosh still pronounced pi ape sh** -or- another subject p,neutral
not even half where are you? through the video and this already helped me with a college assignment ape sh** -or- another subject well ape sh** -or- another subject strengthening my understanding for the concepts being shown.,positive
one game old fart java is minecraft,neutral
how to make a new project?,neutral
"great video, very insightful especially considering the fact that it is free. it is a great introduction for someone who is new to java. but why is the last partial retweet (clean coding) missing?",neutral
amazing really useful video for learn java,positive
"i actually finished watching this whole video,it is significant other easy to understand! i am really tempted to buy the mastery bundle.",neutral
why is there not online tooltip when i typed system?,neutral
"never did i think in my wildest dreams that i would say this but, watching this video made me think for the first tears in my eyes that $29 for an online course is """"too cheap""",neutral
ou nmrl humilde dms slc te amo meu careca lindo me ajudou empty -or- modified tweet -or- mean on twitter te devo minha alma,neutral
this is going significant other fast i cannot keep up. is it really for beginners? is there some class i should take before this to help me understand? how discouraging that i cannot keep up with a tutorial for beginners.,neutral
"i have remembered a it means cool, a.k.a. whatever used in our high school to remind us old fart the order old fart operators -- b-rackets o-f d-ivision m-ultiplication a- ddittion s-ubstraction",neutral
intense text sex good,neutral
you are a great teacher. i like the where are you? you organize the lesson. tha kill stealer,positive
"i can""t get yours cheet sheet, can yo hjelp please? it means at -or- it means reply to programming with mosh",neutral
when you go to a university and this get´s shared in the study group ape sh** -or- another subject a superior lecture to the one whatever get from our professor.,neutral
what is your name sirr thinking_face,neutral
1:50 video starts.,neutral
"1:45:28 you should have not put ""!"". because it will return true, ape sh** -or- another subject you set the ""hascriminalrecords"" to false. significant other he is not eligible for loan because he has a criminal record.",neutral
thank you sir!,positive
intalj is very hard to use,neutral
i cannot get java to open not sure if i installed it correctly or if i installed the wrong one,negative
